2096921,2096921,302898,248111
2096921,2096921,303140,247708
2096921,2096921,303058,247713
2096921,2096921,303078,247852
2096921,2096921,303459,248142
2096921,2096921,303217,247871
2096921,2096921,303362,248206
2096921,2096921,303311,247881
2096921,2096921,303270,247898
2096921,2096921,303379,247984
2096921,2096921,303544,248213
2096921,2096921,303608,248099
2096921,2096921,303579,248168
2096921,2096921,303478,247941
2096921,2096921,303351,247629
2096921,2096921,303332,248073
2096921,2096921,303225,247761
2096921,2096921,303381,247905
2096921,2096921,303305,247790
2096921,2096921,303348,247918
2096921,2096921,303214,248079
2096921,2096921,303326,247869
2096921,2096921,303243,247861
2096921,2096921,303037,248065
2096921,2096921,303198,247837
2096921,2096921,303019,247795
2096921,2096921,303251,247818
2096921,2096921,303195,247862
2096921,2096921,303040,247637
2096921,2096921,302883,247977
2096921,2096921,302882,247594
2096921,2096921,302677,247738
2096921,2096921,302716,247743
2096921,2096921,302900,247672
2096921,2096921,302689,247568
2096921,2096921,302634,247280
2096921,2096921,302542,247274
2096921,2096921,302644,247565
2096921,2096921,302477,247416
2096921,2096921,302610,247622
2096921,2096921,302427,247332
2096921,2096921,302249,247235
2096921,2096921,302387,247426
2096921,2096921,302033,247309
2096921,2096921,301976,247123
2096921,2096921,302115,247233
2096921,2096921,302234,247091
2096921,2096921,302223,246772
2096921,2096921,302201,247030
2096921,2096921,302136,247296
2096921,2096921,302001,247088
2096921,2096921,302035,246672
2096921,2096921,302129,246994
2096921,2096921,301983,247024
2096921,2096921,301994,247015
2096921,2096921,302117,246935
2096921,2096921,302260,246843
2096921,2096921,302057,246795
2096921,2096921,302030,246904
2096921,2096921,302068,247212
2096921,2096921,301857,246901
2096921,2096921,301916,246868
2096921,2096921,301994,246775
2096921,2096921,301832,247075
2096921,2096921,302053,246701
2096921,2096921,302100,247127
2096921,2096921,301990,246912
2096921,2096921,301814,246601
2096921,2096921,301695,246900
2096921,2096921,301702,247140
2096921,2096921,302076,247155
2096921,2096921,302289,247284
2096921,2096921,302150,246969
2096921,2096921,302306,246955
2096921,2096921,302455,246902
2096921,2096921,302477,247127
2096921,2096921,302411,247236
2096921,2096921,302318,247327
2096921,2096921,302373,247140
2096921,2096921,302590,247296
2096921,2096921,302657,247410
2096921,2096921,302750,247580
2096921,2096921,302582,247671
2096921,2096921,302553,247300
2096921,2096921,302966,247273
2096921,2096921,303235,247225
2096921,2096921,302953,247525
2096921,2096921,303021,247583
2096921,2096921,303019,247711
2096921,2096921,303270,247580
2096921,2096921,303208,247740
2096921,2096921,303162,247702
2096921,2096921,303324,247757
2096921,2096921,303276,247964
2096921,2096921,303515,247851
2096921,2096921,303482,247961
2096921,2096921,303533,248062
2096921,2096921,303629,248151
2096921,2096921,303568,247788
2096921,2096921,303572,248013
2096921,2096921,303646,248069
2096921,2096921,303615,248234
2096921,2096921,303673,248062
2096921,2096921,303484,248091
2096921,2096921,304098,247945
2096921,2096921,303866,248118
2096921,2096921,303906,248140
2096921,2096921,304178,248266
2096921,2096921,304039,248402
2096921,2096921,304321,248220
2096921,2096921,304047,248358
2096921,2096921,304173,248522
2096921,2096921,304277,248484
2096921,2096921,304214,248276
2096921,2096921,304367,248322
2096921,2096921,304316,248675
2096921,2096921,304386,248450
2096921,2096921,304284,248545
2096921,2096921,304630,248608
2096921,2096921,304855,248523
2096921,2096921,304926,248686
2096921,2096921,304728,248755
2096921,2096921,304516,248839
2096921,2096921,304652,248717
2096921,2096921,304981,248677
2096921,2096921,305053,248982
2096921,2096921,304997,248847
2096921,2096921,304972,248843
2096921,2096921,305125,248668
2096921,2096921,305063,248877
2096921,2096921,305268,248947
2096921,2096921,305155,249080
2096921,2096921,305098,248924
2096921,2096921,305052,249170
2096921,2096921,305369,248944
2096921,2096921,305368,249098
