ir,resp,pr,spo2,spo2_real,rrInterval
444998,20016,71,100,100,80
445145,20015,71,100,100,80
445297,20011,71,100,100,80
445435,20013,71,100,100,80
445590,20009,71,100,100,80
445747,20018,71,100,100,80
445930,20007,71,100,100,80
446122,20008,71,100,100,80
446336,20009,71,100,100,80
446577,20004,71,100,100,80
446815,19993,71,100,100,80
447082,20005,71,100,100,80
447360,19997,71,100,100,80
447628,19993,71,100,100,80
447888,19999,71,100,100,80
448105,19984,71,100,100,80
448281,19978,71,100,100,80
448366,19986,71,100,100,80
448228,19979,71,100,100,80
447880,19962,71,100,100,80
447235,19966,71,100,100,80
446273,19960,71,100,100,80
445045,19936,71,100,100,80
443661,19951,71,100,100,80
442362,19945,71,100,100,80
441179,19940,71,100,100,80
440134,19950,71,100,100,80
439366,19945,71,100,100,80
438787,19939,71,100,100,80
438413,19940,71,100,100,80
438290,19933,71,100,100,80
438242,19933,71,100,100,80
438300,19941,71,100,100,80
438463,19938,71,100,100,80
438636,19937,71,100,100,80
438844,19945,71,100,100,80
439072,19940,71,100,100,80
439257,19933,71,100,100,80
439466,19945,71,100,100,80
439691,19941,71,100,100,80
439875,19929,71,100,100,80
440109,19942,71,100,100,80
440351,19941,71,100,100,80
440583,19947,71,100,100,80
440868,19946,71,100,100,83
441104,19944,71,100,100,83
441311,19947,71,100,100,83
441464,19947,71,100,100,83
441525,19940,71,100,100,83
441517,19943,71,100,100,83
441434,19944,71,100,100,83
441297,19949,71,100,100,83
441062,19934,71,100,100,83
440861,19947,71,100,100,83
440688,19944,71,100,100,83
440526,19945,71,100,100,83
440470,19954,71,100,100,83
440479,19957,71,100,100,83
440536,19957,71,100,100,83
440645,19952,71,100,100,83
440814,19953,71,100,100,83
440998,19959,71,100,100,83
441231,19962,71,100,100,83
441492,19956,71,100,100,83
441759,19961,71,100,100,83
442035,19961,71,100,100,83
442312,19960,71,100,100,83
442623,19967,71,100,100,83
442932,19960,71,100,100,83
443228,19967,71,100,100,83
443513,19954,71,100,100,83
443769,19971,71,100,100,83
444040,19969,71,100,100,83
444257,19984,71,100,100,83
444497,19982,71,100,100,83
444729,19984,71,100,100,83
444908,19993,71,100,100,83
445120,19995,71,100,100,83
445278,20001,71,100,100,83
445454,20014,71,100,100,83
445615,20016,71,100,100,83
445725,20010,71,100,100,83
445860,20022,71,100,100,83
445983,20016,71,100,100,83
446099,20017,71,100,100,83
446237,20028,71,100,100,83
446372,20025,71,100,100,83
446530,20028,71,100,100,83
446684,20038,71,100,100,83
446864,20040,71,100,100,83
447074,20043,71,100,100,83
447277,20062,71,100,100,83
447503,20066,71,100,100,83
447716,20061,71,100,100,83
447932,20082,71,100,100,83
448162,20077,71,100,100,83
448344,20079,71,100,100,83
448524,20094,71,100,100,83
448639,20098,71,100,100,83
448608,20103,71,100,100,83
448429,20106,71,100,100,83
447970,20114,71,100,100,83
447217,20101,71,100,100,83
446201,20113,71,100,100,83
444993,20117,71,100,100,83
443698,20106,71,100,100,83
442487,20121,71,100,100,83
441434,20119,71,100,100,83
440553,20113,71,100,100,83
439900,20125,71,100,100,83
439476,20125,71,100,100,83
439232,20118,71,100,100,83
439159,20123,71,100,100,83
439232,20119,71,100,100,83
439352,20115,71,100,100,83
439534,20116,71,100,100,83
439729,20110,71,100,100,83
439936,20110,71,100,100,83
440165,20110,71,100,100,83
440395,20106,71,100,100,83
440618,20086,71,100,100,83
440847,20100,71,100,100,83
441118,20097,71,100,100,83
441363,20095,71,100,100,83
441611,20098,71,100,100,83
441907,20092,71,100,100,83
442171,20090,71,100,100,82
442366,20090,71,100,100,82
442509,20081,71,100,100,82
442593,20077,71,100,100,82
442580,20081,71,100,100,82
442424,20069,71,100,100,82
442256,20071,71,100,100,82
442046,20069,71,100,100,82
441826,20064,71,100,100,82
441648,20066,71,100,100,82
441503,20061,71,100,100,82
441462,20053,71,100,100,82
441472,20055,71,100,100,82
441540,20058,71,100,100,82
441680,20047,71,100,100,82
441864,20051,71,100,100,82
442099,20042,71,100,100,82
442334,20041,71,100,100,82
442592,20043,71,100,100,82
442891,20036,71,100,100,82
443193,20040,71,100,100,82
443505,20047,71,100,100,82
443847,20034,71,100,100,82
444152,20038,71,100,100,82
444481,20042,71,100,100,82
444784,20032,71,100,100,82
445069,20034,71,100,100,82
445357,20034,71,100,100,82
445604,20027,71,100,100,82
445854,20034,71,100,100,82
446060,20030,71,100,100,82
446265,20025,71,100,100,82
446441,20024,71,100,100,82
446611,20025,71,100,100,82
