ir,resp,pr,spo2,spo2_real,rrInterval
446336,19999,74,100,100,83
446950,20008,74,100,100,83
447573,20011,74,100,100,83
448149,20003,74,100,100,83
448694,20013,74,100,100,83
449229,20011,74,100,100,83
449700,20010,74,100,100,83
450166,20018,74,100,100,83
450636,20009,74,100,100,83
451004,20013,74,100,100,83
451400,20016,74,100,100,83
451753,20016,74,100,100,83
452056,20015,74,100,100,83
452402,20017,74,100,100,83
452767,20016,74,100,100,83
453156,20013,74,100,100,83
453586,20024,74,100,100,83
454059,20026,74,100,100,83
454586,20028,74,100,100,83
455120,20032,74,100,100,83
455709,20034,74,100,100,83
456275,20028,74,100,100,83
456833,20031,74,100,100,83
457398,20031,74,100,100,83
457815,20032,74,100,100,83
457980,20028,74,100,100,83
457728,20030,74,100,100,83
456837,20036,74,100,100,83
455204,20045,74,100,100,83
452850,20039,74,100,100,83
449944,20044,74,100,100,83
446790,20045,74,100,100,83
443766,20044,74,100,100,83
441120,20050,74,100,100,83
438924,20052,74,100,100,83
437176,20060,74,100,100,83
435884,20066,74,100,100,83
434972,20067,74,100,100,83
434445,20066,74,100,100,83
434291,20074,74,100,100,83
434362,20069,74,100,100,83
434690,20074,74,100,100,83
435184,20081,74,100,100,83
435686,20073,74,100,100,83
436268,20078,74,100,100,83
436813,20079,74,100,100,83
437381,20080,74,100,100,83
437966,20082,74,100,100,83
438586,20089,74,100,100,83
439221,20080,74,100,100,83
439905,20087,74,100,100,83
440674,20092,74,100,100,83
441356,20095,74,100,100,79
441941,20089,74,100,100,79
442450,20102,74,100,100,79
442723,20098,74,100,100,79
442756,20098,74,100,100,79
442654,20108,74,100,100,79
442349,20102,74,100,100,79
441880,20102,74,100,100,79
441380,20105,74,100,100,79
440892,20104,74,100,100,79
440463,20096,74,100,100,79
440145,20106,74,100,100,79
439924,20112,74,100,100,79
439908,20108,74,100,100,79
440025,20116,74,100,100,79
440198,20116,74,100,100,79
440621,20115,74,100,100,79
441106,20127,74,100,100,79
441656,20123,74,100,100,79
442356,20129,74,100,100,79
443095,20138,74,100,100,79
443847,20135,74,100,100,79
444638,20134,74,100,100,79
445419,20150,74,100,100,79
446165,20143,74,100,100,79
446901,20148,74,100,100,79
447609,20155,74,100,100,79
448259,20156,74,100,100,79
448867,20157,74,100,100,79
449465,20167,74,100,100,79
449995,20177,74,100,100,79
450463,20173,74,100,100,79
450909,20181,74,100,100,79
451305,20180,74,100,100,79
451686,20188,74,100,100,79
452024,20200,74,100,100,79
452315,20198,74,100,100,79
452663,20207,74,100,100,79
453029,20216,74,100,100,79
453379,20216,74,100,100,79
453831,20221,74,100,100,79
454319,20224,74,100,100,79
454775,20221,74,100,100,79
455291,20221,74,100,100,79
455792,20236,74,100,100,79
456218,20232,74,100,100,79
456516,20228,74,100,100,79
456590,20239,74,100,100,79
456334,20233,74,100,100,79
455470,20241,74,100,100,79
454024,20240,74,100,100,79
451893,20250,74,100,100,79
449149,20251,74,100,100,79
446178,20248,74,100,100,79
443270,20250,74,100,100,79
440640,20250,74,100,100,79
438394,20240,74,100,100,79
436574,20255,74,100,100,79
435161,20249,74,100,100,79
434121,20247,74,100,100,79
433460,20244,74,100,100,79
433136,20247,74,100,100,79
433034,20253,74,100,100,79
433176,20248,74,100,100,79
433462,20248,74,100,100,79
433843,20247,74,100,100,79
434364,20247,74,100,100,79
434816,20247,74,100,100,79
435308,20248,74,100,100,79
435860,20246,74,100,100,79
436353,20252,74,100,100,79
436903,20249,74,100,100,79
437544,20237,74,100,100,79
438198,20243,74,100,100,79
438871,20246,74,100,100,79
439474,20237,74,100,100,75
439954,20233,74,100,100,75
440302,20237,74,100,100,75
440424,20226,74,100,100,75
440406,20234,74,100,100,75
440219,20234,74,100,100,75
439945,20226,74,100,100,75
439617,20230,74,100,100,75
439232,20230,74,100,100,75
438915,20216,74,100,100,75
438677,20223,74,100,100,75
438568,20224,74,100,100,75
438556,20217,74,100,100,75
438654,20225,74,100,100,75
438889,20225,74,100,100,75
439235,20216,74,100,100,75
439650,20217,74,100,100,75
440168,20219,74,100,100,75
440788,20216,74,100,100,75
441431,20213,74,100,100,75
442101,20215,74,100,100,75
442792,20208,74,100,100,75
443477,20213,74,100,100,75
444147,20200,74,100,100,75
444803,20208,74,100,100,75
445449,20206,74,100,100,75
446067,20208,74,100,100,75
446668,20210,74,100,100,75
