ir,pr,spo2,rrInterval
424460,69,99,83
424267,69,99,83
423767,69,99,83
422945,69,99,83
421754,69,99,83
420316,69,99,83
418842,69,99,83
417437,69,99,83
416262,69,99,83
415319,69,99,83
414613,69,99,83
414193,69,99,83
413922,69,99,83
413795,69,99,83
413825,69,99,83
413919,69,99,83
414026,69,99,83
414189,69,99,83
414378,69,99,83
414524,69,99,83
414672,69,99,83
414801,69,99,83
414902,69,99,83
415006,69,99,83
415078,69,99,83
415160,69,99,83
415287,69,99,83
415450,70,99,83
415612,70,99,83
415781,70,99,83
415935,70,99,83
416070,70,99,83
416142,70,99,83
416183,70,99,83
416183,70,99,83
416105,70,99,83
416010,70,99,83
415883,70,99,83
415728,70,99,83
415595,70,99,83
415508,70,99,83
415438,70,99,83
415434,70,99,83
415475,70,99,83
415551,70,99,83
415689,70,99,83
415821,70,99,83
415968,70,99,83
416176,70,99,83
416346,70,99,83
416550,70,99,83
416752,70,99,83
416922,70,99,83
417143,70,99,83
417330,70,99,83
417523,70,99,83
417730,70,99,83
417908,70,99,83
418082,70,99,83
418287,70,99,83
418458,70,99,83
418639,70,99,83
418840,70,99,83
419023,70,99,83
419221,70,99,83
419389,70,99,83
419566,70,99,83
419719,70,99,83
419869,70,99,83
420027,70,99,83
420149,70,99,83
420311,70,99,83
420471,70,99,83
420607,70,99,83
420784,70,99,83
420977,70,99,83
421170,70,99,83
421308,70,99,83
421429,70,99,83
421403,70,99,83
421092,70,99,83
420576,70,99,83
419694,70,99,83
418450,70,99,83
417065,70,99,83
415673,70,99,83
414358,70,99,83
413270,70,99,83
412411,70,99,83
411760,70,99,83
411312,70,99,83
411042,70,99,83
410945,70,99,83
410912,70,99,83
410953,70,99,83
411048,70,99,83
411135,70,99,83
411242,70,99,83
411337,70,99,83
411414,70,99,83
411462,70,99,83
411496,70,99,83
411525,70,99,83
411561,70,99,83
411618,70,99,83
411695,70,99,83
411829,70,99,79
411992,70,99,79
412136,70,99,79
412258,70,99,79
412373,70,99,79
412454,70,99,79
412465,70,99,79
412477,70,99,79
412439,70,99,79
412357,70,99,79
412297,70,99,79
412203,70,99,79
412103,70,99,79
412038,70,99,79
412002,70,99,79
411991,70,99,79
412034,70,99,79
412132,70,99,79
412293,70,99,79
412448,70,99,79
412594,70,99,79
412808,70,99,79
412998,70,99,79
413194,70,99,79
413425,70,99,79
413617,70,99,79
413831,70,99,79
414028,70,99,79
414255,70,99,79
414478,70,99,79
414649,70,99,79
414868,70,99,79
415060,70,99,79
415227,70,99,79
415425,70,99,79
415630,70,99,79
415808,70,99,79
416004,70,99,79
416189,70,99,79
416353,70,99,79
416534,70,99,79
416688,70,99,79
416839,70,99,79
417010,70,99,79
417130,70,99,79
417279,70,99,79
417457,70,99,79
417619,70,99,79
417781,70,99,79
417984,70,99,79
418179,70,99,79
418357,70,99,79
418572,70,99,79
418726,70,99,79
418798,70,99,79
418718,70,99,79
418358,70,99,79
417704,70,99,79
416675,70,99,79
415347,70,99,79
413918,70,99,79
412511,70,99,79
411227,70,99,79
410177,70,99,79
409372,70,99,79
408742,70,99,79
408384,70,99,79
408184,70,99,79
408083,70,99,79
408095,70,99,79
408134,70,99,79
408197,70,99,79
408289,70,99,79
408381,70,99,79
408429,70,99,79
408472,70,99,79
408477,70,99,79
408466,70,99,79
408479,70,99,79
408491,70,99,79
408551,70,99,79
408631,70,99,79
408750,71,99,82
408906,71,99,82
409057,71,99,82
409199,71,99,82
409317,71,99,82
409422,71,99,82
409494,71,99,82
409531,71,99,82
409489,71,99,82
409436,71,99,82
409402,71,99,82
409300,71,99,82
409219,71,99,82
