ir,resp,pr,spo2,spo2_real,rrInterval
514846,20050,76,100,100,83
516025,20051,76,100,100,83
517198,20057,76,100,100,83
518282,20064,76,100,100,83
519094,20063,76,100,100,83
519166,20066,76,100,100,83
518012,20071,76,100,100,83
515277,20069,76,100,100,83
510534,20079,76,100,100,83
503672,20089,76,100,100,83
495234,20085,76,100,100,83
486219,20083,76,100,100,83
477528,20093,76,100,100,83
469874,20092,76,100,100,83
463621,20092,76,100,100,83
458904,20105,76,100,100,83
455712,20101,76,100,100,83
453829,20098,76,100,100,83
453116,20106,76,100,100,83
453294,20110,76,100,100,83
454001,20105,76,100,100,83
455057,20116,76,100,100,83
456351,20114,76,100,100,83
457676,20114,76,100,100,83
458952,20119,76,100,100,83
460187,20114,76,100,100,83
461349,20107,76,100,100,83
462510,20120,76,100,100,83
463701,20118,76,100,100,83
465039,20119,76,100,100,83
466676,20118,76,100,100,83
468537,20119,76,100,100,83
470615,20118,75,100,100,80
472813,20121,75,100,100,80
474876,20121,75,100,100,80
476633,20120,75,100,100,80
477988,20126,75,100,100,80
478846,20124,75,100,100,80
479203,20120,75,100,100,80
479189,20126,75,100,100,80
478834,20126,75,100,100,80
478327,20126,75,100,100,80
477799,20134,75,100,100,80
477341,20136,75,100,100,80
476981,20126,75,100,100,80
476791,20140,75,100,100,80
476868,20145,75,100,100,80
477095,20145,75,100,100,80
477569,20151,75,100,100,80
478313,20150,75,100,100,80
479223,20156,75,100,100,80
480301,20160,75,100,100,80
481504,20163,75,100,100,80
482822,20162,75,100,100,80
484186,20173,75,100,100,80
485618,20176,75,100,100,80
487085,20173,75,100,100,80
488527,20179,75,100,100,80
490015,20182,75,100,100,80
491439,20183,75,100,100,80
492822,20189,75,100,100,80
494158,20189,75,100,100,80
495454,20196,75,100,100,80
496727,20195,75,100,100,80
497913,20198,75,100,100,80
498957,20203,75,100,100,80
499978,20203,75,100,100,80
500969,20202,75,100,100,80
501865,20202,75,100,100,80
502741,20200,75,100,100,80
503612,20203,75,100,100,80
504500,20212,75,100,100,80
505408,20208,75,100,100,80
506342,20212,75,100,100,80
507358,20207,75,100,100,80
508430,20206,75,100,100,80
509593,20207,75,100,100,80
510786,20215,75,100,100,80
511883,20212,75,100,100,80
512841,20198,75,100,100,80
513271,20211,75,100,100,80
512672,20203,75,100,100,80
510712,20203,75,100,100,80
506959,20208,75,100,100,80
501096,20204,75,100,100,80
493351,20204,75,100,100,80
484577,20210,75,100,100,80
475748,20206,75,100,100,80
467625,20204,75,100,100,80
460776,20209,75,100,100,80
455415,20210,75,100,100,80
451559,20204,75,100,100,80
449106,20211,75,100,100,80
447872,20207,75,100,100,80
447548,20200,75,100,100,80
447898,20211,75,100,100,80
448704,20209,75,100,100,80
449604,20202,75,100,100,80
450666,20216,75,100,100,80
451793,20219,75,100,100,80
452803,20219,75,100,100,80
453757,20221,75,100,100,80
454695,20216,75,100,100,80
455663,20218,75,100,100,80
456695,20224,75,100,100,80
457977,20222,75,100,100,80
459519,20217,75,100,100,80
461339,20223,75,100,100,80
463418,20214,74,100,100,76
465602,20216,74,100,100,76
467689,20207,74,100,100,76
469526,20199,74,100,100,76
471014,20193,74,100,100,76
472005,20191,74,100,100,76
472568,20192,74,100,100,76
472718,20191,74,100,100,76
472602,20192,74,100,100,76
472331,20190,74,100,100,76
471947,20194,74,100,100,76
471611,20194,74,100,100,76
471354,20194,74,100,100,76
471302,20204,74,100,100,76
471444,20208,74,100,100,76
471780,20209,74,100,100,76
472338,20206,74,100,100,76
473121,20205,74,100,100,76
474113,20206,74,100,100,76
475200,20209,74,100,100,76
476449,20203,74,100,100,76
477811,20203,74,100,100,76
479177,20208,74,100,100,76
480642,20198,74,100,100,76
482172,20199,74,100,100,76
483647,20204,74,100,100,76
485146,20200,74,100,100,76
486618,20207,74,100,100,76
488032,20203,74,100,100,76
489418,20203,74,100,100,76
490741,20199,74,100,100,76
492043,20203,74,100,100,76
493283,20203,74,100,100,76
494489,20206,74,100,100,76
495679,20207,74,100,100,76
496764,20206,74,100,100,76
497798,20205,74,100,100,76
498788,20209,74,100,100,76
499690,20209,74,100,100,76
500550,20205,74,100,100,76
501375,20205,74,100,100,76
502191,20197,74,100,100,76
502989,20186,74,100,100,76
503842,20200,74,100,100,76
504716,20194,74,100,100,76
505685,20187,74,100,100,76
506730,20193,74,100,100,76
507864,20188,74,100,100,76
509100,20189,74,100,100,76
510296,20197,74,100,100,76
511216,20195,74,100,100,76
511533,20192,74,100,100,76
510649,20205,74,100,100,76
508197,20206,74,100,100,76
503799,20209,74,100,100,76
497079,20216,74,100,100,76
488563,20219,74,100,100,76
479258,20217,74,100,100,76
470101,20219,74,100,100,76
461897,20217,74,100,100,76
455086,20219,74,100,100,76
449849,20221,74,100,100,76
446104,20216,74,100,100,76
443730,20217,74,100,100,76
442544,20221,74,100,100,76
442253,20217,74,100,100,76
442535,20216,74,100,100,76
443179,20223,74,100,100,76
444075,20220,74,100,100,76
445002,20222,74,100,100,76
445880,20228,74,100,100,76
446721,20221,74,100,100,76
447531,20217,74,100,100,76
448337,20222,74,100,100,76
449127,20215,74,100,100,76
450051,20230,74,100,100,76
451228,20219,74,100,100,76
452641,20221,74,100,100,76
454368,20224,74,100,100,76
456401,20221,73,100,100,79
458595,20218,73,100,100,79
460726,20218,73,100,100,79
462729,20223,73,100,100,79
464339,20213,73,100,100,79
465545,20211,73,100,100,79
466328,20204,73,100,100,79
466759,20200,73,100,100,79
466886,20196,73,100,100,79
466831,20196,73,100,100,79
466698,20181,73,100,100,79
466606,20191,73,100,100,79
466570,20186,73,100,100,79
466660,20183,73,100,100,79
466919,20190,73,100,100,79
467312,20180,73,100,100,79
