ir,resp,pr,spo2,spo2_real,rrInterval
558112,20090,62,99,99,96
558371,20085,62,99,99,96
558708,20085,62,99,99,96
559059,20080,62,99,99,96
559441,20089,62,99,99,96
559802,20078,62,99,99,96
560219,20083,62,99,99,96
560609,20078,62,99,99,96
561027,20088,62,99,99,96
561398,20072,62,99,99,96
561803,20088,62,99,99,96
562148,20078,62,99,99,96
562571,20088,62,99,99,96
562884,20084,62,99,99,96
563259,20085,62,99,99,96
563559,20075,62,99,99,96
563899,20078,62,99,99,96
564222,20068,62,99,99,96
564545,20075,62,99,99,96
564833,20075,62,99,99,96
565113,20076,62,99,99,96
565383,20074,62,99,99,96
565682,20080,62,99,99,96
565936,20079,62,99,99,96
566236,20081,62,99,99,96
566534,20073,62,99,99,96
566835,20072,62,99,99,96
567145,20075,62,99,99,96
567444,20073,62,99,99,96
567824,20063,62,99,99,96
568142,20072,62,99,99,96
568487,20067,62,99,99,96
568869,20063,62,99,99,96
569242,20065,62,99,99,96
569586,20067,62,99,99,96
570015,20053,62,99,99,96
570417,20047,62,99,99,96
570826,20041,62,99,99,96
571254,20036,62,99,99,96
571706,20021,62,99,99,96
572130,20021,62,99,99,96
572524,20015,62,99,99,96
572990,20015,62,99,99,96
573410,20004,62,99,99,96
573840,20000,62,99,99,96
574252,19993,62,99,99,96
574684,19992,62,99,99,96
575096,19981,62,99,99,96
575549,19984,62,99,99,96
575954,19976,62,99,99,96
576407,19976,62,99,99,96
576824,19980,62,99,99,96
577309,19977,62,99,99,96
577702,19967,62,99,99,96
578142,19973,62,99,99,96
578529,19973,62,99,99,96
578970,19962,62,99,99,96
579336,19959,62,99,99,96
579730,19961,62,99,99,96
580113,19949,62,99,99,96
580502,19945,62,99,99,96
580853,19936,62,99,99,96
581262,19933,62,99,99,96
581648,19935,62,99,99,96
582069,19936,62,99,99,96
582476,19932,62,99,99,96
582873,19935,62,99,99,96
583223,19935,62,99,99,96
583419,19934,62,99,99,96
583264,19934,62,99,99,96
582672,19937,62,99,99,96
581529,19932,62,99,99,96
579685,19941,62,99,99,96
577274,19932,62,99,99,96
574608,19933,62,99,99,96
571980,19938,62,99,99,96
569586,19932,62,99,99,96
567532,19935,62,99,99,96
565896,19931,62,99,99,96
564614,19928,62,99,99,96
563661,19926,62,99,99,96
563081,19918,62,99,99,96
562779,19917,62,99,99,96
562682,19923,62,99,99,96
562689,19919,62,99,99,96
562794,19924,62,99,99,96
562921,19924,62,99,99,96
563013,19928,62,99,99,96
563096,19918,62,99,99,96
563075,19922,62,99,99,96
563045,19920,62,99,99,96
562958,19921,62,99,99,96
562835,19922,62,99,99,96
562683,19924,62,99,99,96
562571,19922,62,99,99,96
562546,19931,62,99,99,96
562539,19923,62,99,99,96
562622,19935,62,99,100,113
562752,19939,62,99,100,113
562851,19937,62,99,100,113
562958,19933,62,99,100,113
562972,19940,62,99,100,113
562953,19933,62,99,100,113
562823,19943,62,99,100,113
562656,19934,62,99,100,113
562435,19939,62,99,100,113
562212,19926,62,99,100,113
561972,19936,62,99,100,113
561794,19931,62,99,100,113
561686,19939,62,99,100,113
561627,19925,62,99,100,113
561623,19936,62,99,100,113
561724,19933,62,99,100,113
561857,19936,62,99,100,113
562071,19929,62,99,100,113
562353,19940,62,99,100,113
562638,19935,62,99,100,113
