ir,resp,pr,spo2,spo2_real,rrInterval
350715,19963,57,99,99,103
350840,19964,57,99,99,103
350957,19970,57,99,99,103
351072,19966,57,99,99,103
351190,19968,57,99,99,103
351294,19969,57,99,99,103
351397,19967,57,99,99,103
351496,19967,57,99,99,103
351592,19971,57,99,99,103
351685,19966,57,99,99,103
351748,19963,57,99,99,103
351827,19971,57,99,99,103
351923,19969,57,99,99,103
352005,19968,57,99,99,103
352089,19976,57,99,99,103
352172,19962,57,99,99,103
352268,19970,57,99,99,103
352357,19965,57,99,99,103
352426,19962,57,99,99,103
352505,19969,57,99,99,103
352608,19969,57,99,99,103
352690,19972,57,99,99,103
352782,19976,57,99,99,103
352897,19970,57,99,99,103
352998,19977,57,99,99,103
353099,19980,57,99,99,103
353184,19979,57,99,99,103
353277,19977,57,99,99,103
353406,19981,57,99,99,103
353508,19989,57,99,99,103
353610,19979,57,99,99,103
353723,19988,57,99,99,103
353835,19990,57,99,99,103
353966,19989,57,99,99,103
354081,19989,57,99,99,103
354204,19986,57,99,99,103
354334,19992,57,99,99,103
354422,19998,57,99,99,103
354548,19996,57,99,99,103
354664,19996,57,99,99,103
354753,20014,57,99,99,103
354889,20006,57,99,99,103
355013,20013,57,99,99,103
355137,20027,57,99,99,103
355283,20029,57,99,99,103
355414,20018,57,99,99,103
355532,20035,57,99,99,103
355669,20038,57,99,99,103
355788,20033,57,99,99,103
355850,20045,57,99,99,103
355853,20043,57,99,99,103
355743,20050,57,99,99,103
355459,20058,57,99,99,103
355000,20057,57,99,99,103
354329,20054,57,99,99,103
353502,20067,57,99,99,103
352637,20072,57,99,99,103
351849,20073,57,99,99,103
351152,20087,57,99,99,103
350607,20094,57,99,99,103
350225,20087,57,99,99,103
349967,20103,57,99,99,103
349855,20103,57,99,99,103
349846,20097,57,99,99,103
349870,20111,57,99,99,103
349959,20111,57,99,99,103
350085,20115,57,99,99,103
350181,20128,57,99,99,103
350295,20131,57,99,99,103
350389,20133,57,99,99,103
350440,20139,57,99,99,103
350470,20143,57,99,99,103
350479,20137,57,99,99,103
350489,20147,57,99,99,103
350489,20150,57,99,99,103
350498,20149,57,99,99,103
350531,20155,57,99,99,103
350585,20150,57,99,99,103
350661,20152,57,99,99,103
350721,20154,57,99,99,103
350785,20157,57,99,99,103
350849,20157,57,99,99,103
350862,20165,57,99,99,103
350869,20163,57,99,99,103
350845,20170,57,99,99,103
350798,20168,57,99,99,103
350742,20171,57,99,99,103
350668,20168,57,99,99,103
350608,20167,57,99,99,103
350552,20164,57,99,99,103
350479,20167,57,99,99,103
350481,20164,57,99,99,103
350498,20159,57,99,99,103
350519,20165,57,99,99,103
350603,20160,57,99,99,103
350710,20166,57,99,99,103
350806,20165,57,99,99,103
350905,20161,57,99,99,103
351036,20164,57,99,99,103
351168,20163,57,99,99,103
351282,20158,57,99,99,103
351418,20163,57,99,99,103
351559,20171,57,99,99,103
351676,20177,57,99,99,103
351782,20173,57,99,99,103
351906,20180,57,99,99,103
352028,20178,57,99,99,103
352133,20179,57,99,99,103
352230,20187,57,99,99,103
352330,20185,57,99,99,103
352440,20186,57,99,99,103
352510,20183,57,99,99,103
352577,20185,57,99,99,103
352686,20189,57,99,99,103
352745,20200,57,99,99,103
352794,20196,57,99,99,103
352890,20197,57,99,99,103
352945,20212,57,99,99,103
353028,20203,57,99,99,103
353105,20201,57,99,99,103
353165,20210,57,99,99,103
353263,20213,57,99,99,103
353338,20210,57,99,99,103
353413,20221,57,99,99,103
353500,20220,57,99,99,103
353597,20211,57,99,99,103
353682,20221,57,99,99,103
353768,20212,57,99,99,103
353867,20207,57,99,99,103
353963,20216,57,99,99,103
354087,20213,57,99,99,103
354212,20213,57,99,99,103
354321,20218,57,99,99,103
354436,20224,57,99,99,103
354569,20209,57,99,99,103
354677,20219,57,99,99,103
354788,20216,57,99,99,103
354922,20213,57,99,99,103
355048,20217,57,99,99,103
355170,20216,57,99,99,103
355296,20207,57,99,99,103
355439,20212,57,99,99,103
355578,20202,57,99,99,103
355715,20204,57,99,99,103
355846,20209,57,99,99,103
355977,20201,57,99,99,103
356114,20197,57,99,99,103
356207,20209,57,99,99,103
356239,20201,57,99,99,103
356171,20201,57,99,99,103
355934,20204,57,99,99,103
355526,20203,57,99,99,103
354905,20207,57,99,99,103
354126,20205,57,99,99,103
353262,20201,57,99,99,103
352416,20201,57,99,99,103
351652,20199,57,99,99,103
351046,20200,57,99,99,103
350587,20203,57,99,99,103
350251,20201,57,99,99,103
350055,20203,57,99,99,103
349972,20204,57,99,99,103
349985,20202,57,99,99,103
350028,20197,57,99,99,103
350107,20199,57,99,99,103
350199,20203,57,99,99,103
350278,20194,57,99,99,103
350347,20195,57,99,99,103
350376,20194,57,99,99,103
350359,20188,57,99,99,103
350343,20190,57,99,99,103
350301,20189,57,99,99,103
350232,20193,57,99,99,103
350199,20192,57,99,99,103
350186,20188,57,99,99,103
350195,20183,57,99,99,103
350223,20188,57,99,98,99
350286,20191,57,99,98,99
350362,20183,57,99,98,99
350435,20183,57,99,98,99
350493,20186,57,99,98,99
350557,20181,57,99,98,99
350591,20186,57,99,98,99
350599,20180,57,99,98,99
350586,20173,57,99,98,99
350544,20174,57,99,98,99
350500,20168,57,99,98,99
350470,20163,57,99,98,99
350446,20175,57,99,98,99
350416,20170,57,99,98,99
350405,20165,57,99,98,99
350408,20166,57,99,98,99
350455,20166,57,99,98,99
350492,20161,57,99,98,99
350541,20169,57,99,98,99
350630,20164,57,99,98,99
350717,20149,57,99,98,99
350834,20166,57,99,98,99
350959,20157,57,99,98,99
351076,20150,57,99,98,99
351202,20155,57,99,98,99
351328,20150,57,99,98,99
351460,20147,57,99,98,99
351566,20143,57,99,98,99
351667,20148,57,99,98,99
351784,20147,57,99,98,99
351883,20152,57,99,98,99
351996,20140,57,99,98,99
352092,20134,57,99,98,99
352181,20146,57,99,98,99
352296,20131,57,99,98,99
352389,20124,57,99,98,99
352473,20131,57,99,98,99
352577,20125,57,99,98,99
352656,20118,57,99,98,99
352747,20119,57,99,98,99
352840,20113,57,99,98,99
352932,20113,57,99,98,99
353001,20106,57,99,98,99
353087,20103,57,99,98,99
353180,20097,57,99,98,99
353271,20103,57,99,98,99
353374,20094,57,99,98,99
353482,20094,57,99,98,99
353594,20083,57,99,98,99
353679,20084,57,99,98,99
353790,20084,57,99,98,99
353918,20076,57,99,98,99
354026,20078,57,99,98,99
354129,20077,57,99,98,99
354255,20067,57,99,98,99
354383,20061,57,99,98,99
354506,20059,57,99,98,99
354626,20055,57,99,98,99
354732,20048,57,99,98,99
354872,20052,57,99,98,99
354996,20036,57,99,98,99
355101,20038,57,99,98,99
355235,20026,57,99,98,99
355357,20030,57,99,98,99
355471,20028,57,99,98,99
355616,20028,57,99,98,99
355748,20018,57,99,98,99
355884,20019,57,99,98,99
356001,20016,57,99,98,99
356131,20020,57,99,98,99
356263,20018,57,99,98,99
356376,20012,57,99,98,99
356503,20012,57,99,98,99
356634,20001,57,99,98,99
356782,20002,57,99,98,99
356915,20001,57,99,98,99
357038,19994,57,99,98,99
357192,20004,57,99,98,99
357304,19992,57,99,98,99
357335,19991,57,99,98,99
357285,19998,57,99,98,99
357057,19997,57,99,98,99
356617,19980,57,99,98,99
355963,19992,57,99,98,99
355133,19989,57,99,98,99
354226,19985,57,99,98,99
353336,19992,57,99,98,99
352571,19984,57,99,98,99
351924,19985,57,99,98,99
351438,19990,57,99,98,99
351127,19988,57,99,98,99
350936,19991,57,99,98,99
350875,19994,57,99,98,99
350901,19984,57,99,98,99
350959,19983,57,99,98,99
351052,19988,57,99,98,99
351153,19985,57,99,98,99
351218,19977,57,99,98,99
351282,19990,57,99,98,99
351349,19986,57,99,98,99
351363,19988,57,99,98,99
351353,19991,57,99,98,99
351333,19986,57,99,98,99
351268,19983,57,99,98,99
351226,19989,57,99,98,99
351205,19985,57,99,98,99
351185,19983,57,99,98,99
351206,19988,57,99,100,107
351266,19987,57,99,100,107
351362,19991,57,99,100,107
351443,19990,57,99,100,107
351518,19989,57,99,100,107
351580,19995,57,99,100,107
351605,19988,57,99,100,107
351640,19985,57,99,100,107
351619,19993,57,99,100,107
351581,19981,57,99,100,107
351539,19992,57,99,100,107
351485,19988,57,99,100,107
351435,19983,57,99,100,107
351378,19983,57,99,100,107
351362,19993,57,99,100,107
351355,19987,57,99,100,107
351392,19985,57,99,100,107
351440,19991,57,99,100,107
351501,19989,57,99,100,107
351606,19988,57,99,100,107
351709,19996,57,99,100,107
351825,19991,57,99,100,107
351932,19998,57,99,100,107
352059,19993,57,99,100,107
352175,19990,57,99,100,107
352278,19978,57,99,100,107
352397,19989,57,99,100,107
352517,19990,57,99,100,107
352616,19986,57,99,100,107
352709,19992,57,99,100,107
352824,19988,57,99,100,107
352897,19987,57,99,100,107
352987,19992,57,99,100,107
353078,19986,57,99,100,107
353154,19992,57,99,100,107
353237,19993,57,99,100,107
353314,19991,57,99,100,107
353392,19987,57,99,100,107
353449,19999,57,99,100,107
353525,19998,57,99,100,107
353608,19992,57,99,100,107
353669,20006,57,99,100,107
353741,20003,57,99,100,107
353840,19999,57,99,100,107
353911,20005,57,99,100,107
353986,20003,57,99,100,107
354099,19998,57,99,100,107
354163,20008,57,99,100,107
354246,20010,57,99,100,107
354347,20008,57,99,100,107
354426,20017,57,99,100,107
354522,20019,57,99,100,107
354632,20021,57,99,100,107
354745,20031,57,99,100,107
354841,20035,57,99,100,107
354953,20047,57,99,100,107
355060,20057,57,99,100,107
355166,20059,57,99,100,107
355287,20061,57,99,100,107
355394,20069,57,99,100,107
355501,20077,57,99,100,107
355598,20075,57,99,100,107
355703,20083,57,99,100,107
355813,20093,57,99,100,107
355915,20087,57,99,100,107
356021,20093,57,99,100,107
356139,20097,57,99,100,107
356239,20106,57,99,100,107
356361,20109,57,99,100,107
356474,20109,57,99,100,107
356559,20117,57,99,100,107
356699,20127,57,99,100,107
356812,20118,57,99,100,107
356918,20128,57,99,100,107
356988,20130,57,99,100,107
356971,20134,57,99,100,107
356846,20141,57,99,100,107
356555,20144,57,99,100,107
356067,20138,57,99,100,107
355386,20153,57,99,100,107
354584,20156,57,99,100,107
353743,20166,57,99,100,107
353001,20169,57,99,100,107
352356,20176,57,99,100,107
351844,20168,57,99,100,107
351491,20178,57,99,100,107
351264,20181,57,99,100,107
351150,20181,57,99,100,107
351136,20188,57,99,100,107
351176,20187,57,99,100,107
351253,20192,57,99,100,107
351358,20197,57,99,100,107
351453,20198,57,99,100,107
