ir,resp,pr,spo2,spo2_real,rrInterval
537462,19887,70,99,99,65
537114,19892,70,99,99,65
536951,19882,70,99,99,65
536922,19890,70,99,99,65
536993,19888,70,99,99,65
537116,19885,70,99,99,65
537214,19886,70,99,99,65
537330,19886,70,99,99,65
537415,19883,70,99,99,65
537500,19894,70,99,99,65
537624,19887,70,99,99,65
537689,19898,70,99,99,65
537844,19909,70,99,99,65
538102,19911,70,99,99,65
538370,19926,70,99,99,65
538655,19940,70,99,99,65
538879,19948,71,99,99,66
539023,19960,71,99,99,66
539084,19974,71,99,99,66
539071,19985,71,99,99,66
539041,19987,71,99,99,66
538945,20003,71,99,99,66
538821,20014,71,99,99,66
538746,20013,71,99,99,66
538694,20018,71,99,99,66
538715,20021,71,99,99,66
538792,20020,71,99,99,66
538901,20036,71,99,99,66
539094,20043,71,99,99,66
539325,20034,71,99,99,66
539596,20036,71,99,99,66
539879,20040,71,99,99,66
540200,20045,71,99,99,66
540550,20051,71,99,99,66
540932,20048,71,99,99,66
541303,20042,71,99,99,66
541669,20049,71,99,99,66
542082,20045,71,99,99,66
542475,20031,71,99,99,66
542829,20043,71,99,99,66
543201,20022,71,99,99,66
543599,20029,71,99,99,66
543988,20046,71,99,99,66
544326,20039,71,99,99,66
544684,20041,71,99,99,66
545066,20041,71,99,99,66
545389,20046,71,99,99,66
545727,20043,71,99,99,66
546101,20057,71,99,99,66
546450,20053,71,99,99,66
546778,20043,71,99,99,66
547095,20058,71,99,99,66
547417,20054,71,99,99,66
547653,20050,71,99,99,66
547741,20061,71,99,99,66
547617,20067,71,99,99,66
547197,20046,71,99,99,66
546392,20061,71,99,99,66
545236,20058,71,99,99,66
543851,20060,71,99,99,66
542385,20063,71,99,99,66
540983,20060,71,99,99,66
539758,20062,71,99,99,66
538777,20066,71,99,99,66
538032,20068,71,99,99,66
537565,20074,71,99,99,66
537347,20077,71,99,99,66
537264,20077,71,99,99,66
537314,20081,71,99,99,66
537459,20073,71,99,99,66
537610,20073,71,99,99,66
537763,20070,71,99,99,66
537930,20069,71,99,99,66
538095,20070,71,99,99,66
538256,20070,71,99,99,66
538435,20077,71,99,99,66
538662,20073,71,99,99,66
538918,20075,71,99,99,66
539198,20056,71,99,99,66
539532,20073,71,99,99,66
539820,20083,71,99,99,66
540029,20070,72,99,100,65
540183,20069,72,99,100,65
540250,20075,72,99,100,65
540256,20061,72,99,100,65
540246,20069,72,99,100,65
540162,20073,72,99,100,65
540112,20065,72,99,100,65
540133,20064,72,99,100,65
540122,20064,72,99,100,65
540210,20050,72,99,100,65
540366,20057,72,99,100,65
540595,20073,72,99,100,65
540859,20067,72,99,100,65
541170,20065,72,99,100,65
541535,20072,72,99,100,65
541875,20070,72,99,100,65
542299,20075,72,99,100,65
542716,20059,72,99,100,65
543110,20075,72,99,100,65
543533,20070,72,99,100,65
543982,20081,72,99,100,65
544400,20076,72,99,100,65
544796,20066,72,99,100,65
545239,20078,72,99,100,65
545632,20072,72,99,100,65
546024,20073,72,99,100,65
546450,20073,72,99,100,65
546847,20066,72,99,100,65
547186,20070,72,99,100,65
547568,20077,72,99,100,65
547948,20070,72,99,100,65
548305,20064,72,99,100,65
548689,20068,72,99,100,65
549052,20070,72,99,100,65
549409,20067,72,99,100,65
549773,20076,72,99,100,65
550188,20072,72,99,100,65
550539,20065,72,99,100,65
550816,20073,72,99,100,65
551006,20076,72,99,100,65
550962,20057,72,99,100,65
550594,20076,72,99,100,65
549831,20073,72,99,100,65
548684,20055,72,99,100,65
547181,20075,72,99,100,65
545518,20065,72,99,100,65
543931,20063,72,99,100,65
542511,20071,72,99,100,65
541279,20062,72,99,100,65
540325,20064,72,99,100,65
539683,20066,72,99,100,65
539247,20063,72,99,100,65
539015,20059,72,99,100,65
538954,20065,72,99,100,65
538924,20060,72,99,100,65
538963,20062,72,99,100,65
539029,20069,72,99,100,65
539028,20061,72,99,100,65
539026,20063,72,99,100,65
538990,20044,72,99,100,65
538918,20055,72,99,100,65
538860,20049,72,99,100,65
538860,20064,72,99,100,65
538949,20054,72,99,100,65
539092,20052,72,99,100,65
539275,20051,72,99,100,65
539530,20057,72,99,100,65
539782,20054,72,99,100,65
539943,20058,73,99,99,68
540073,20052,73,99,99,68
540146,20048,73,99,99,68
540231,20051,73,99,99,68
540240,20057,73,99,99,68
540225,20056,73,99,99,68
540311,20063,73,99,99,68
540324,20054,73,99,99,68
540372,20060,73,99,99,68
540502,20060,73,99,99,68
540692,20064,73,99,99,68
540892,20070,73,99,99,68
541161,20058,73,99,99,68
541516,20062,73,99,99,68
541832,20069,73,99,99,68
542182,20060,73,99,99,68
542588,20065,73,99,99,68
542986,20060,73,99,99,68
543358,20059,73,99,99,68
543758,20058,73,99,99,68
544190,20066,73,99,99,68
544590,20061,73,99,99,68
544994,20057,73,99,99,68
545441,20066,73,99,99,68
545803,20067,73,99,99,68
546193,20063,73,99,99,68
546597,20065,73,99,99,68
546962,20062,73,99,99,68
547338,20066,73,99,99,68
547708,20064,73,99,99,68
548029,20068,73,99,99,68
548359,20056,73,99,99,68
548712,20065,73,99,99,68
549027,20061,73,99,99,68
549377,20060,73,99,99,68
549788,20063,73,99,99,68
550185,20055,73,99,99,68
550581,20044,73,99,99,68
550994,20057,73,99,99,68
551431,20053,73,99,99,68
551840,20047,73,99,99,68
552261,20053,73,99,99,68
552661,20051,73,99,99,68
552991,20046,73,99,99,68
553194,20052,73,99,99,68
553093,20055,73,99,99,68
552729,20057,73,99,99,68
551928,20057,73,99,99,68
550663,20059,73,99,99,68
549088,20051,73,99,99,68
547322,20056,73,99,99,68
545662,20053,73,99,99,68
544199,20049,73,99,99,68
542898,20058,73,99,99,68
541925,20054,73,99,99,68
541236,20043,73,99,99,68
540776,20056,73,99,99,68
540522,20056,73,99,99,68
540387,20049,73,99,99,68
540376,20056,73,99,99,68
540341,20054,73,99,99,68
540313,20051,73,99,99,68
540258,20055,73,99,99,68
540165,20052,73,99,99,68
540071,20053,73,99,99,68
539902,20054,73,99,99,68
539774,20047,73,99,99,68
539691,20039,73,99,99,68
539698,20047,73,99,99,68
539794,20042,73,99,99,68
539967,20039,73,99,99,68
540230,20043,73,99,99,68
540460,20040,73,99,99,68
540664,20036,74,99,99,73
540852,20038,74,99,99,73
541001,20033,74,99,99,73
541120,20029,74,99,99,73
541183,20036,74,99,99,73
541264,20031,74,99,99,73
541335,20034,74,99,99,73
541389,20034,74,99,99,73
541462,20030,74,99,99,73
541606,20035,74,99,99,73
541782,20031,74,99,99,73
541994,20029,74,99,99,73
542280,20034,74,99,99,73
542536,20025,74,99,99,73
542843,20029,74,99,99,73
543225,20033,74,99,99,73
543615,20036,74,99,99,73
543992,20006,74,99,99,73
544399,20033,74,99,99,73
544828,20033,74,99,99,73
545234,20033,74,99,99,73
545664,20035,74,99,99,73
546102,20024,74,99,99,73
546530,20029,74,99,99,73
546977,20025,74,99,99,73
547404,20025,74,99,99,73
547819,20027,74,99,99,73
548263,20016,74,99,99,73
548663,20031,74,99,99,73
549054,20016,74,99,99,73
549458,20020,74,99,99,73
549869,20016,74,99,99,73
550255,20019,74,99,99,73
550652,20025,74,99,99,73
551081,20016,74,99,99,73
551489,20024,74,99,99,73
551920,20023,74,99,99,73
552366,20023,74,99,99,73
552780,20023,74,99,99,73
553231,20021,74,99,99,73
553695,20020,74,99,99,73
554154,20026,74,99,99,73
554630,19999,74,99,99,73
555133,20023,74,99,99,73
555651,20018,74,99,99,73
556131,20019,74,99,99,73
556621,20020,74,99,99,73
557165,20015,74,99,99,73
557683,20024,74,99,99,73
558187,20022,74,99,99,73
558704,20012,74,99,99,73
559207,20018,74,99,99,73
559715,20017,74,99,99,73
560226,20017,74,99,99,73
560727,20023,74,99,99,73
561232,20008,74,99,99,73
561711,20015,74,99,99,73
562216,20010,74,99,99,73
562703,20009,74,99,99,73
563227,20003,74,99,99,73
563734,20013,74,99,99,73
564213,20011,74,99,99,73
564756,20001,74,99,99,73
565283,20013,74,99,99,73
565724,20018,74,99,99,73
566083,20020,74,99,99,73
566209,20022,74,99,99,73
565934,19998,74,99,99,73
565236,20021,74,99,99,73
563994,20026,74,99,99,73
562222,20024,74,99,99,73
560163,20019,74,99,99,73
558142,20028,74,99,99,73
556268,20022,74,99,99,73
554677,20027,74,99,99,73
553432,20020,74,99,99,73
552501,20018,74,99,99,73
551888,20026,74,99,99,73
551512,20032,74,99,99,73
551390,20031,74,99,99,73
551390,20023,74,99,99,73
551457,20031,74,99,99,73
551517,20032,74,99,99,73
551592,20027,74,99,99,73
551647,20029,74,99,99,73
551618,20026,74,99,99,73
551555,20027,74,99,99,73
551463,20018,74,99,99,73
551388,20020,74,99,99,73
551319,20027,74,99,99,73
551332,20022,74,99,99,73
551412,20025,74,99,99,73
551577,20022,74,99,99,73
551819,20025,74,99,99,73
552020,20015,74,99,99,73
552231,20026,75,99,100,95
552398,20020,75,99,100,95
552523,20018,75,99,100,95
552616,20021,75,99,100,95
552678,20019,75,99,100,95
552746,20020,75,99,100,95
552765,20026,75,99,100,95
552830,20021,75,99,100,95
552943,20022,75,99,100,95
553091,20024,75,99,100,95
553249,20019,75,99,100,95
553449,20021,75,99,100,95
553719,20026,75,99,100,95
553995,20023,75,99,100,95
554333,20020,75,99,100,95
554699,20023,75,99,100,95
555068,20015,75,99,100,95
555473,20015,75,99,100,95
555900,20019,75,99,100,95
556329,20017,75,99,100,95
556755,20012,75,99,100,95
557225,20025,75,99,100,95
557662,19998,75,99,100,95
558063,20014,75,99,100,95
558494,20024,75,99,100,95
558914,20020,75,99,100,95
559352,20013,75,99,100,95
559748,20023,75,99,100,95
560141,20018,75,99,100,95
560559,20014,75,99,100,95
560942,20026,75,99,100,95
561293,20024,75,99,100,95
561712,20016,75,99,100,95
562086,20021,75,99,100,95
562411,20020,75,99,100,95
562841,20016,75,99,100,95
563271,20022,75,99,100,95
563650,20018,75,99,100,95
564031,20006,75,99,100,95
564470,20026,75,99,100,95
564872,20015,75,99,100,95
565258,20010,75,99,100,95
565698,20017,75,99,100,95
566176,20011,75,99,100,95
566632,20010,75,99,100,95
567078,20014,75,99,100,95
567534,20005,75,99,100,95
568030,20013,75,99,100,95
568515,20018,75,99,100,95
568979,20019,75,99,100,95
