label,raw_start_mean,start_ppTime_mean,start_ppTime_std,start_ppTime_rms,start_pnn50_num,start_up_time_mean,start_up_time_std,start_amp_diff_mean,start_amp_diff_std
0,499103.74,95.2,3.1559467676119,95.25229656024048,3,22.09090909090909,0.6680426571226848,27391.882990937273,1869.4878986347044
0,494508.874,96.77777777777777,2.819683897877671,96.81884573206236,2,22.8,0.6,27729.037390364865,1943.0216637940518
0,500260.595,95.1,3.207802986469088,95.1540855665168,1,21.818181818181817,1.2662171161076472,26667.11717367148,3165.4484143213135
0,378206.249,82.0,4.06201920231798,82.10054811022884,1,25.083333333333332,8.371164129850095,7224.8801622958745,1696.615964688725
0,369212.06,83.81818181818181,3.432946834272583,83.88845407606894,0,-55.75,9.443913383762052,9081.863563472525,1856.8750835425412
0,366609.776,83.0909090909091,5.053433494431744,83.24443743359892,1,-53.833333333333336,10.261849519241428,9542.479827561545,2423.2001117687737
1,357892.101,74.23076923076923,1.186711432349347,74.24025447569119,0,19.23076923076923,0.42132504423474315,7458.750133599477,304.33531623973767
1,362118.532,70.92307692307692,3.4072668600538614,71.00487523890389,0,18.642857142857142,0.4791574237499549,6378.912746880044,190.5649396132805
1,368335.857,65.35714285714286,2.793030685145307,65.41679557160488,0,18.133333333333333,0.7180219742846006,5272.3767752986805,458.38971186404973
0,401552.806,83.63636363636364,6.852640198197364,83.916625289629,3,21.916666666666668,1.2555432644432805,16475.47771423723,2845.7531562649274
0,708013.579,101.88888888888889,3.871389197818744,101.96241137464989,2,23.3,1.4177446878757824,11064.601614934963,1041.006989494543
0,404358.792,84.36363636363636,5.261744046722829,84.52756408952698,3,23.0,1.348399724926484,15013.443341644279,2319.8142360101792
0,414626.892,82.18181818181819,3.5883189738164636,82.26011957642217,1,21.833333333333332,0.9860132971832694,13015.868216777251,1316.1303036662948
1,410526.496,76.5,0.8660254037844386,76.50490180374065,0,20.46153846153846,0.634323942402717,9727.345782895774,1551.2465899443941
1,423699.959,72.76923076923077,2.390810810449239,72.80849485518104,0,19.142857142857142,0.6388765649999398,6611.993942384191,785.0556706834147
1,435992.816,67.92857142857143,3.0346636837497143,67.99632343002084,0,18.133333333333333,1.0873004286866728,4750.5097389872735,808.4025937726344
0,403086.45,82.81818181818181,5.077905470461433,82.9737088699569,2,22.5,1.118033988749895,16748.75888994186,2941.5027877523003
0,413349.643,83.45454545454545,4.658591991025075,83.58447006689482,1,21.916666666666668,0.9537935951882998,14040.405559430523,1497.3741803410178
0,418077.882,80.45454545454545,5.852173432520393,80.6671049324433,1,21.583333333333332,1.114924013354971,13487.39829871621,1443.5532251199745
0,604790.611,93.3,4.243819034784589,93.3964667425915,2,23.272727272727273,1.656442468935327,38466.18782811303,4256.3387046197195
0,627296.374,91.6,5.083306010855534,91.74093960713505,1,-66.36363636363636,8.048407265051404,39594.954364924735,6006.098811726122
0,703314.563,101.22222222222223,3.8232556742411674,101.29440041559828,1,-75.5,5.987486951969082,10096.271274142708,2379.8230483266066
0,639130.107,92.2,5.455272678794342,92.36124728477849,1,-68.9090909090909,5.264884449298275,40472.70050581312,10222.68238973206
1,606876.029,86.1,2.467792535850613,86.13535859332102,0,24.0,1.5954480704349312,31560.465320002913,592.4784743949779
1,567033.126,84.0909090909091,2.0205555246266247,84.11518077234119,0,24.166666666666668,0.5527707983925666,26080.74554179005,3066.6029423170967
1,575103.294,82.54545454545455,5.4165342217331744,82.72297691144165,0,23.833333333333332,1.4043582955293932,16024.10994033221,1106.380223429236
0,621557.829,93.6,3.9293765408777,93.682442325123,4,22.818181818181817,0.9359663764533637,41513.523226021294,3443.440501832149
0,630378.411,92.4,5.642694391866354,92.57213403611262,3,22.636363636363637,0.77138921583987,39568.29441388486,4931.044886775608
0,628532.576,92.0,4.242640687119285,92.09777413162601,3,24.0,2.0,41339.306187234026,5711.315116065269
0,632650.533,97.1,5.7,97.26715786944739,0,26.0,1.4142135623730951,43621.3553027978,4723.94879683125
0,649297.504,96.88888888888889,3.3811386788228748,96.94786686095208,2,24.4,1.6852299546352716,34561.69702364186,3524.288176510694
0,666886.122,92.6,5.238320341483518,92.74804580151542,4,-65.9090909090909,7.692434836838611,32846.31811789374,5782.238609131276
0,699827.106,96.1,4.635730794599704,96.21174564469767,2,23.90909090909091,1.8807418968706546,10044.141144958476,925.0348494748757
1,662486.706,86.3,3.348133808556642,86.3649234353855,0,20.363636363636363,0.77138921583987,23353.824980897472,2833.1348602948547
1,655270.385,86.0,2.3741027013091993,86.03276331512527,0,20.666666666666668,0.6236095644623235,20518.88868953464,3016.0790788772347
1,675914.968,80.18181818181819,1.849726359034164,80.20315115097071,0,19.916666666666668,0.6400954789890507,14032.403517691864,1174.880795979732
1,526674.309,95.0,3.2998316455372216,95.05729266547038,0,21.8,0.9797958971132712,19307.753277183907,1746.1211880571354
1,515010.048,95.1,3.269556544854363,95.15618739735216,0,22.4,1.019803902718557,17089.271192911405,992.587109060297
1,519241.772,96.88888888888889,1.5234788000891208,96.90086572254026,0,24.2,1.16619037896906,16340.78994460819,558.9888955213768
0,632322.765,96.4,4.737087712930805,96.51631986353395,2,25.9,1.3000000000000003,42143.17660423616,5559.694262454962
0,670924.814,94.11111111111111,4.067334492827361,94.19896201362542,2,24.2,1.4,34349.87391899567,3045.2262080185656
0,665935.073,92.4,4.715930449020639,92.52026804976302,3,23.90909090909091,1.378704626191191,33360.51002774704,4295.556700673312
1,654304.81,87.72727272727273,3.1934851036818723,87.7853787784317,0,20.5,1.118033988749895,21919.240066833445,2047.3877346734282
