ir,resp,pr,spo2,spo2_real,rrInterval
454783,19999,57,100,100,111
454663,19987,57,100,100,111
454535,20000,57,100,100,111
454442,20001,57,100,100,111
454445,20005,57,100,100,111
454517,20013,57,100,100,111
454628,20018,57,100,100,111
454820,20014,57,100,100,111
455056,20023,57,100,100,111
455243,20012,57,100,100,111
455414,20020,57,100,100,111
455526,20018,57,100,100,111
455570,20021,57,100,100,111
455560,20023,57,100,100,111
455471,20023,57,100,100,111
455333,20019,57,100,100,111
455186,20020,57,100,100,111
455050,20027,57,100,100,111
454961,20028,57,100,100,111
454909,20030,57,100,100,111
454904,20032,57,100,100,111
454940,20034,57,100,100,111
455036,20029,57,100,100,111
455168,20034,57,100,100,111
455330,20038,57,100,100,111
455524,20047,57,100,100,111
455772,20045,57,100,100,111
456016,20039,57,100,100,111
456260,20048,57,100,100,111
456553,20046,57,100,100,111
456841,20050,57,100,100,111
457133,20048,57,100,100,111
457443,20046,57,100,100,111
457781,20049,57,100,100,111
458098,20058,57,100,100,111
458404,20063,57,100,100,111
458734,20053,57,100,100,111
459043,20074,57,100,100,111
459322,20074,57,100,100,111
459575,20079,57,100,100,111
459868,20086,57,100,100,111
460120,20080,57,100,100,111
460341,20087,57,100,100,111
460600,20091,57,100,100,111
460793,20094,57,100,100,111
460989,20089,57,100,100,111
461236,20107,57,100,100,111
461435,20105,57,100,100,111
461638,20115,57,100,100,111
461864,20119,57,100,100,111
462089,20126,57,100,100,111
462300,20123,57,100,100,111
462523,20135,57,100,100,111
462786,20132,57,100,100,111
463060,20138,57,100,100,111
463325,20154,57,100,100,111
463607,20150,57,100,100,111
463905,20160,57,100,100,111
464213,20171,57,100,100,111
464517,20177,57,100,100,111
464770,20183,57,100,100,111
465122,20195,57,100,100,111
465421,20204,57,100,100,111
465709,20207,57,100,100,111
466055,20220,57,100,100,111
466375,20218,57,100,100,111
466681,20221,57,100,100,111
466995,20237,57,100,100,111
467281,20248,57,100,100,111
467604,20244,57,100,100,111
467893,20267,57,100,100,111
468194,20259,57,100,100,111
468528,20261,57,100,100,111
468897,20275,57,100,100,111
469200,20265,57,100,100,111
469536,20269,57,100,100,111
469890,20274,57,100,100,111
470249,20281,57,100,100,111
470608,20283,57,100,100,111
470958,20294,57,100,100,111
471283,20298,57,100,100,111
471548,20305,57,100,100,111
471525,20309,57,100,100,111
471179,20300,57,100,100,111
470404,20309,57,100,100,111
469020,20317,57,100,100,111
467136,20320,57,100,100,111
464999,20321,57,100,100,111
462912,20324,57,100,100,111
461024,20329,57,100,100,111
459400,20314,57,100,100,111
458141,20316,57,100,100,111
457176,20318,57,100,100,111
456499,20316,57,100,100,111
456093,20310,57,100,100,111
455910,20315,57,100,100,111
455841,20316,57,100,100,111
455856,20315,57,100,100,111
455911,20311,57,100,100,111
455948,20310,57,100,100,111
455996,20299,57,100,100,111
456017,20309,57,100,100,111
455993,20310,57,100,100,111
455909,20305,57,100,100,111
455795,20299,57,100,100,111
455658,20300,57,100,100,111
455520,20298,57,100,100,111
455441,20292,57,100,100,111
455415,20293,57,100,100,111
455482,20283,57,100,100,111
455638,20275,57,100,100,104
455823,20275,57,100,100,104
456073,20273,57,100,100,104
456336,20268,57,100,100,104
456519,20266,57,100,100,104
456631,20259,57,100,100,104
456727,20249,57,100,100,104
456720,20250,57,100,100,104
456697,20244,57,100,100,104
456612,20243,57,100,100,104
