ir,resp,pr,spo2,spo2_real,rrInterval
409376,19967,67,98,99,89
409463,19970,67,98,99,89
409511,19959,67,98,99,89
409521,19959,67,98,99,89
409549,19958,67,98,99,89
409583,19961,67,98,99,89
409639,19959,67,98,99,89
409733,19965,67,98,99,89
409862,19962,67,98,99,89
410029,19965,67,98,99,89
410176,19967,67,98,99,89
410340,19962,67,98,99,89
410501,19960,67,98,99,89
410617,19956,67,98,99,89
410707,19941,67,98,99,89
410764,19949,67,98,99,89
410810,19947,67,98,99,89
410812,19937,67,98,99,89
410785,19941,67,98,99,89
410743,19937,67,98,99,89
410736,19933,67,98,99,89
410714,19937,67,98,99,89
410714,19938,67,98,99,89
410786,19940,67,98,99,89
410862,19945,67,98,99,89
410957,19935,67,98,99,89
411101,19933,67,98,99,89
411239,19937,67,98,99,89
411417,19937,67,98,99,89
411639,19927,67,98,99,89
411819,19926,67,98,99,89
412029,19914,67,98,99,89
412253,19907,67,98,99,89
412445,19902,67,98,99,89
412655,19894,67,98,99,89
412882,19892,67,98,99,89
413087,19895,67,98,99,89
413300,19886,67,98,99,89
413516,19883,67,98,99,89
413745,19892,67,98,99,89
413966,19888,67,98,99,89
414154,19879,67,98,99,89
414358,19886,67,98,99,89
414582,19876,67,98,99,89
414773,19868,67,98,99,89
414962,19869,67,98,99,89
415176,19868,67,98,99,89
415382,19861,67,98,99,89
415583,19867,67,98,99,89
415780,19859,67,98,99,89
415973,19847,67,98,99,89
416165,19861,67,98,99,89
416347,19857,67,98,99,89
416559,19836,67,98,99,89
416781,19849,67,98,99,89
416971,19843,67,98,99,89
417198,19833,67,98,99,89
417411,19837,67,98,99,89
417611,19833,67,98,99,89
417826,19836,67,98,99,89
418011,19848,67,98,99,89
418220,19851,67,98,99,89
418444,19853,67,98,99,89
418651,19866,67,98,99,89
418874,19871,67,98,99,89
419105,19879,67,98,99,89
419357,19891,67,98,99,89
419583,19889,67,98,99,89
419796,19899,67,98,99,89
419968,19911,67,98,99,89
420006,19915,67,98,99,89
419815,19919,67,98,99,89
419377,19925,67,98,99,89
418646,19938,67,98,99,89
417557,19931,67,98,99,89
416332,19943,67,98,99,89
415079,19948,67,98,99,89
413943,19958,67,98,99,89
413060,19973,67,98,99,89
412353,19979,67,98,99,89
411898,19997,67,98,99,89
411639,20008,67,98,99,89
411507,20025,67,98,99,89
411517,20037,67,98,99,89
411620,20039,67,98,99,89
411751,20054,67,98,99,89
411921,20061,67,98,99,89
412124,20065,67,98,99,89
412294,20072,67,98,99,89
412470,20067,67,98,99,89
412592,20063,67,98,99,89
412669,20055,67,98,99,89
412759,20062,67,98,99,89
412809,20060,67,98,99,89
412864,20066,67,98,99,89
412943,20076,67,98,99,89
413069,20078,67,98,99,89
413225,20087,66,98,99,89
413396,20090,66,98,99,89
413571,20093,66,98,99,89
413712,20098,66,98,99,89
413844,20107,66,98,99,89
413915,20111,66,98,99,89
413939,20118,66,98,99,89
413952,20129,66,98,99,89
413898,20132,66,98,99,89
413798,20136,66,98,99,89
413722,20148,66,98,99,89
413650,20153,66,98,99,89
413567,20162,66,98,99,89
413508,20179,66,98,99,89
413506,20187,66,98,99,89
413544,20194,66,98,99,89
413601,20207,66,98,99,89
413677,20210,66,98,99,89
413832,20212,66,98,99,89
413981,20230,66,98,99,89
414135,20230,66,98,99,89
414325,20234,66,98,99,89
414509,20243,66,98,99,89
414669,20232,66,98,99,89
414816,20239,66,98,99,89
415003,20247,66,98,99,89
