2096921,2096921,173146,601945,0
2096921,2096921,173272,602019,0
2096921,2096921,173035,601923,0
2096921,2096921,173140,602089,0
2096921,2096921,173237,601872,0
2096921,2096921,173208,601902,0
2096921,2096921,173261,601943,0
2096921,2096921,173209,601698,0
2096921,2096921,172953,601762,0
2096921,2096921,173033,601803,0
2096921,2096921,173036,601894,0
2096921,2096921,172847,601960,0
2096921,2096921,173040,601980,0
2096921,2096921,173057,601872,0
2096921,2096921,173109,601995,0
2096921,2096921,173208,601737,0
2096921,2096921,173068,601926,0
2096921,2096921,173032,601855,0
2096921,2096921,173211,601740,0
2096921,2096921,172977,601666,0
2096921,2096921,173519,601837,0
2096921,2096921,172918,601901,0
2096921,2096921,173186,602238,0
2096921,2096921,173069,602039,0
2096921,2096921,173097,601883,0
2096921,2096921,173470,602090,0
2096921,2096921,173394,602442,0
2096921,2096921,172998,602367,0
2096921,2096921,173049,602456,0
2096921,2096921,173185,602320,0
2096921,2096921,173494,602388,0
2096921,2096921,173380,602686,0
2096921,2096921,173282,602412,0
2096921,2096921,173458,602289,0
2096921,2096921,173539,602369,0
2096921,2096921,173550,602320,0
2096921,2096921,173532,602443,0
2096921,2096921,173696,602447,0
2096921,2096921,173613,602535,0
2096921,2096921,173395,602583,0
2096921,2096921,173576,602865,0
2096921,2096921,173395,602832,0
2096921,2096921,173864,602788,0
2096921,2096921,173566,602988,0
2096921,2096921,173709,602715,0
2096921,2096921,173970,602923,0
2096921,2096921,174018,602819,0
2096921,2096921,173577,602927,0
2096921,2096921,173717,602845,0
2096921,2096921,173937,603029,0
2096921,2096921,173748,603282,0
2096921,2096921,174119,603442,0
2096921,2096921,174225,603375,0
2096921,2096921,173652,603474,0
2096921,2096921,173632,603210,0
2096921,2096921,173902,603379,0
2096921,2096921,173789,603306,0
2096921,2096921,173718,603423,0
2096921,2096921,173997,603348,0
2096921,2096921,173869,603500,0
2096921,2096921,173756,603558,0
2096921,2096921,174008,603661,0
2096921,2096921,174141,603714,0
2096921,2096921,173922,603682,0
2096921,2096921,174054,603744,0
2096921,2096921,174062,603703,0
2096921,2096921,174382,604037,0
2096921,2096921,174127,603979,0
2096921,2096921,174413,603924,0
2096921,2096921,174381,603682,0
2096921,2096921,174438,603888,0
2096921,2096921,174100,604107,0
2096921,2096921,174357,603995,0
2096921,2096921,174042,604046,0
2096921,2096921,174157,604161,0
2096921,2096921,174493,604747,0
2096921,2096921,174693,604482,0
2096921,2096921,174569,604299,0
2096921,2096921,174619,604255,0
2096921,2096921,174421,604343,0
2096921,2096921,174503,604531,0
2096921,2096921,174332,604519,0
2096921,2096921,174780,604286,0
2096921,2096921,174527,604517,0
