ir,resp,pr,spo2,spo2_real,rrInterval
518156,20032,61,99,99,92
519007,20030,61,99,99,92
519837,20025,61,99,99,92
520600,20030,61,99,99,92
521354,20028,61,99,99,92
522085,20022,61,99,99,92
522792,20026,61,99,99,92
523507,20017,61,99,99,92
524168,20017,61,99,99,92
524832,20015,61,99,99,92
525499,20005,61,99,99,92
526148,19999,61,99,99,92
526788,19996,61,99,99,92
527464,19982,61,99,99,92
528086,19971,61,99,99,92
528722,19973,61,99,99,92
529398,19965,61,99,99,92
530069,19953,61,99,99,92
530741,19952,61,99,99,92
531429,19945,61,99,99,92
532138,19931,61,99,99,92
532846,19929,61,99,99,92
533578,19918,61,99,99,92
534334,19903,61,99,99,92
535089,19904,61,99,99,92
535877,19893,61,99,99,92
536658,19877,61,99,99,92
537439,19880,61,99,99,92
538257,19867,61,99,99,92
539046,19856,61,99,99,92
539870,19852,61,99,99,92
540699,19837,61,99,99,92
541613,19827,61,99,99,92
542566,19835,61,99,99,92
543540,19831,61,99,99,92
544571,19815,61,99,99,92
545602,19820,61,99,99,92
546566,19819,61,99,99,92
547220,19812,61,99,99,92
547294,19814,61,99,99,92
546540,19811,61,99,99,92
544757,19807,61,99,99,92
541693,19809,61,99,99,92
537358,19803,61,99,99,92
532303,19800,61,99,99,92
527094,19800,61,99,99,92
522041,19798,61,99,99,92
517319,19800,61,99,99,92
513055,19800,61,99,99,92
509354,19795,61,99,99,92
506338,19794,61,99,99,92
503975,19794,61,99,99,92
502288,19794,61,99,99,92
501144,19786,61,99,99,92
500455,19788,61,99,99,92
500130,19781,61,99,99,92
500028,19790,61,99,99,92
500068,19787,61,99,99,92
500198,19782,61,99,99,92
500350,19788,61,99,99,92
500458,19793,61,99,99,92
500586,19790,61,99,99,92
500696,19793,61,99,99,92
500883,19790,61,99,99,92
501224,19784,61,99,99,92
501731,19790,61,99,99,92
502393,19789,61,99,99,92
503186,19787,61,99,99,92
504020,19793,62,99,99,97
504796,19800,62,99,99,97
505451,19802,62,99,99,97
505969,19804,62,99,99,97
506295,19804,62,99,99,97
506420,19815,62,99,99,97
506466,19821,62,99,99,97
506276,19814,62,99,99,97
505988,19815,62,99,99,97
505665,19822,62,99,99,97
505317,19823,62,99,99,97
505064,19828,62,99,99,97
504882,19832,62,99,99,97
504857,19829,62,99,99,97
505022,19834,62,99,99,97
505326,19838,62,99,99,97
505738,19836,62,99,99,97
506357,19839,62,99,99,97
507065,19849,62,99,99,97
507826,19852,62,99,99,97
508658,19852,62,99,99,97
509519,19862,62,99,99,97
510456,19860,62,99,99,97
511353,19864,62,99,99,97
512243,19875,62,99,99,97
513237,19881,62,99,99,97
514173,19879,62,99,99,97
515046,19892,62,99,99,97
515966,19901,62,99,99,97
516825,19900,62,99,99,97
517634,19918,62,99,99,97
518432,19921,62,99,99,97
519188,19922,62,99,99,97
519943,19939,62,99,99,97
520598,19944,62,99,99,97
521252,19948,62,99,99,97
521906,19960,62,99,99,97
522499,19961,62,99,99,97
523076,19969,62,99,99,97
523652,19988,62,99,99,97
524251,19997,62,99,99,97
524789,20001,62,99,99,97
525348,20019,62,99,99,97
525930,20026,62,99,99,97
526486,20032,62,99,99,97
527063,20034,62,99,99,97
527649,20047,62,99,99,97
528288,20066,62,99,99,97
528907,20077,62,99,99,97
529539,20088,62,99,99,97
530171,20093,62,99,99,97
530831,20108,62,99,99,97
531447,20108,62,99,99,97
532052,20117,62,99,99,97
532695,20122,62,99,99,97
533279,20128,62,99,99,97
533908,20129,62,99,99,97
534546,20138,62,99,99,97
535168,20142,62,99,99,97
535890,20146,62,99,99,97
536610,20151,62,99,99,97
537358,20148,62,99,99,97
538165,20154,62,99,99,97
538995,20152,62,99,99,97
539803,20157,62,99,99,97
540586,20168,62,99,99,97
541189,20170,62,99,99,97
541394,20175,62,99,99,97
541012,20180,62,99,99,97
539834,20175,62,99,99,97
537585,20178,62,99,99,97
534225,20175,62,99,99,97
530104,20175,62,99,99,97
525579,20174,62,99,99,97
520995,20176,62,99,99,97
516638,20170,62,99,99,97
512651,20173,62,99,99,97
509140,20172,62,99,99,97
506191,20165,62,99,99,97
503837,20164,62,99,99,97
502142,20169,62,99,99,97
501009,20163,62,99,99,97
500332,20160,62,99,99,97
500074,20167,62,99,99,97
500098,20168,62,99,99,97
500313,20169,62,99,99,97
500634,20169,62,99,99,97
501081,20161,62,99,99,97
501531,20165,62,99,99,97
501969,20172,62,99,99,97
502469,20161,62,99,99,97
503076,20158,62,99,99,97
503785,20165,62,99,99,97
504632,20163,62,99,99,97
505576,20149,62,99,99,97
506534,20156,62,99,99,97
507421,20149,62,99,99,96
508141,20140,62,99,99,96
508653,20146,62,99,99,96
508946,20141,62,99,99,96
509054,20142,62,99,99,96
508974,20144,62,99,99,96
508737,20142,62,99,99,96
508430,20134,62,99,99,96
508090,20139,62,99,99,96
507739,20131,62,99,99,96
507433,20126,62,99,99,96
507269,20134,62,99,99,96
507241,20125,62,99,99,96
507397,20119,62,99,99,96
507687,20129,62,99,99,96
508162,20127,62,99,99,96
508826,20121,62,99,99,96
509573,20127,62,99,99,96
510434,20117,62,99,99,96
511364,20116,62,99,99,96
512362,20125,62,99,99,96
513389,20116,62,99,99,96
514431,20112,62,99,99,96
515483,20116,62,99,99,96
516492,20105,62,99,99,96
517505,20109,62,99,99,96
518457,20104,62,99,99,96
519357,20105,62,99,99,96
520238,20101,62,99,99,96
521072,20105,62,99,99,96
521829,20105,62,99,99,96
522608,20094,62,99,99,96
523378,20097,62,99,99,96
524066,20092,62,99,99,96
524800,20094,62,99,99,96
525545,20096,62,99,99,96
526215,20090,62,99,99,96
526910,20087,62,99,99,96
527583,20089,62,99,99,96
528240,20088,62,99,99,96
528924,20083,62,99,99,96
529585,20081,62,99,99,96
530240,20080,62,99,99,96
530907,20084,62,99,99,96
531597,20084,62,99,99,96
532271,20079,62,99,99,96
532947,20085,62,99,99,96
533614,20080,62,99,99,96
534288,20077,62,99,99,96
535016,20078,62,99,99,96
535721,20075,62,99,99,96
536429,20076,62,99,99,96
537158,20073,62,99,99,96
537879,20065,62,99,99,96
538571,20066,62,99,99,96
539326,20068,62,99,99,96
540052,20058,62,99,99,96
540838,20050,62,99,99,96
541719,20059,62,99,99,96
542611,20057,62,99,99,96
543545,20052,62,99,99,96
544501,20055,62,99,99,96
545324,20053,62,99,99,96
545904,20055,62,99,99,96
545890,20061,62,99,99,96
545024,20051,62,99,99,96
543119,20051,62,99,99,96
539867,20056,62,99,99,96
535393,20055,62,99,99,96
530179,20053,62,99,99,96
524755,20062,62,99,99,96
