ir,resp,pr,spo2,spo2_real,rrInterval
540359,19927,60,98,98,100
539882,19926,60,98,98,100
539539,19935,60,98,98,100
539335,19938,60,98,98,100
539243,19943,60,98,98,100
539243,19953,60,98,98,100
539355,19957,60,98,98,100
539551,19964,60,98,98,100
539794,19972,60,98,98,100
540134,19972,60,98,98,100
540539,19980,60,98,98,100
540913,20002,60,98,98,100
541409,20002,60,98,98,100
541894,20013,60,98,98,100
542380,20029,60,98,98,100
542863,20035,60,98,98,100
543385,20041,60,98,98,100
543917,20056,60,98,98,100
544396,20062,60,98,98,100
544925,20065,60,98,98,100
545436,20068,60,98,98,100
545921,20072,60,98,98,100
546357,20079,60,98,98,100
546821,20084,60,98,98,100
547254,20078,60,98,98,100
547684,20079,60,98,98,100
548167,20084,60,98,98,100
548613,20082,60,98,98,100
549114,20085,60,98,98,100
549611,20094,60,98,98,100
550080,20090,60,98,98,100
550564,20090,60,98,98,100
551018,20102,60,98,98,100
551483,20099,60,98,98,100
551967,20100,60,98,98,100
552460,20110,60,98,98,100
553006,20110,60,98,98,100
553565,20109,60,98,98,100
554150,20125,60,98,98,100
554734,20126,60,98,98,100
555309,20117,60,98,98,100
555908,20127,60,98,98,100
556494,20128,60,98,98,100
557116,20126,60,98,98,100
557717,20137,60,98,98,100
558320,20141,60,98,98,100
558946,20136,60,98,98,100
559547,20155,60,98,98,100
560212,20160,60,98,98,100
560906,20166,60,98,98,100
561657,20179,60,98,98,100
562462,20182,60,98,98,100
563322,20183,60,98,98,100
564274,20193,60,98,98,100
565292,20184,60,98,98,100
566248,20188,60,98,98,100
567190,20186,60,98,98,100
567901,20190,60,98,98,100
568084,20192,60,98,98,100
567594,20198,60,98,98,100
566184,20196,60,98,98,100
563820,20204,60,98,98,100
560445,20205,60,98,98,100
556473,20207,60,98,98,100
552619,20208,60,98,98,100
549190,20212,60,98,98,100
546352,20212,60,98,98,100
544060,20220,60,98,98,100
542231,20219,60,98,98,100
540926,20224,60,98,98,100
539984,20230,60,98,98,100
539327,20232,60,98,98,100
539044,20239,60,98,98,100
538881,20247,60,98,98,100
538846,20247,60,98,98,100
538908,20256,60,98,98,100
538905,20259,60,98,98,100
538911,20252,60,98,98,100
538877,20260,60,98,98,100
538802,20265,60,98,98,100
538682,20258,60,98,98,100
538595,20261,60,98,98,100
538537,20257,60,98,98,100
538609,20254,60,98,98,100
538763,20257,60,98,98,100
539093,20260,60,98,98,100
539559,20258,60,98,98,100
540069,20254,61,98,99,97
540557,20264,61,98,99,97
540981,20265,61,98,99,97
541261,20269,61,98,99,97
541452,20266,61,98,99,97
541428,20263,61,98,99,97
541234,20267,61,98,99,97
540944,20275,61,98,99,97
540599,20282,61,98,99,97
540225,20282,61,98,99,97
539859,20285,61,98,99,97
539643,20284,61,98,99,97
539500,20277,61,98,99,97
539492,20279,61,98,99,97
539625,20280,61,98,99,97
539885,20275,61,98,99,97
540201,20290,61,98,99,97
540614,20281,61,98,99,97
541141,20276,61,98,99,97
541639,20281,61,98,99,97
542125,20277,61,98,99,97
542680,20270,61,98,99,97
543247,20279,61,98,99,97
543753,20280,61,98,99,97
544287,20270,61,98,99,97
544801,20278,61,98,99,97
545287,20272,61,98,99,97
545757,20258,61,98,99,97
546163,20269,61,98,99,97
546549,20252,61,98,99,97
546922,20256,61,98,99,97
547203,20253,61,98,99,97
547502,20252,61,98,99,97
547722,20247,61,98,99,97
547981,20248,61,98,99,97
548261,20244,61,98,99,97
548530,20240,61,98,99,97
548848,20238,61,98,99,97
549181,20242,61,98,99,97
549561,20241,61,98,99,97
549993,20247,61,98,99,97
550477,20244,61,98,99,97
550997,20245,61,98,99,97
551541,20256,61,98,99,97
552178,20253,61,98,99,97
552785,20252,61,98,99,97
553447,20251,61,98,99,97
554099,20243,61,98,99,97
554751,20232,61,98,99,97
555433,20241,61,98,99,97
556095,20242,61,98,99,97
556774,20244,61,98,99,97
557496,20247,61,98,99,97
558241,20253,61,98,99,97
558977,20245,61,98,99,97
559744,20251,61,98,99,97
560517,20244,61,98,99,97
561269,20246,61,98,99,97
561989,20245,61,98,99,97
562705,20240,61,98,99,97
563436,20237,61,98,99,97
564204,20236,61,98,99,97
564999,20234,61,98,99,97
565843,20238,61,98,99,97
566774,20230,61,98,99,97
567589,20226,61,98,99,97
568204,20230,61,98,99,97
568390,20232,61,98,99,97
567820,20239,61,98,99,97
566377,20243,61,98,99,97
563937,20241,61,98,99,97
560428,20245,61,98,99,97
556288,20247,61,98,99,97
552208,20241,61,98,99,97
548584,20244,61,98,99,97
545522,20250,61,98,99,97
543012,20245,61,98,99,97
541029,20249,61,98,99,97
539489,20255,61,98,99,97
538383,20249,61,98,99,97
537665,20237,61,98,99,97
537205,20240,61,98,99,97
536970,20244,61,98,99,97
536842,20232,61,98,99,97
536778,20241,61,98,99,97
536698,20234,61,98,99,97
536578,20232,61,98,99,97
536400,20237,61,98,99,97
536156,20241,61,98,99,97
535864,20234,61,98,99,97
535581,20241,61,98,99,97
535277,20233,61,98,99,97
535106,20228,61,98,99,97
535031,20239,61,98,99,97
535141,20234,61,98,99,97
535462,20238,61,98,99,97
535888,20243,61,98,99,97
536407,20238,61,98,99,97
536939,20235,61,98,99,97
537392,20234,61,98,99,97
537748,20229,61,98,99,97
537976,20222,61,98,99,97
538085,20223,61,98,99,97
538078,20215,61,98,99,97
537978,20206,61,98,99,97
537873,20203,61,98,99,97
537757,20194,61,98,99,97
537666,20193,61,98,99,97
537679,20191,61,98,99,97
537807,20187,61,98,99,97
538069,20188,61,98,99,97
538425,20185,61,98,99,97
538944,20181,61,98,99,97
539556,20182,61,98,99,97
540288,20181,61,98,99,97
541090,20177,61,98,99,97
541864,20173,61,98,99,97
542744,20176,61,98,99,97
543595,20170,61,98,99,97
544450,20166,61,98,99,97
545366,20161,61,98,99,97
546285,20165,61,98,99,97
547201,20171,61,98,99,97
548166,20156,61,98,99,97
549145,20158,61,98,99,97
550043,20159,61,98,99,97
550927,20148,61,98,99,97
551824,20146,61,98,99,97
552700,20151,61,98,99,97
553498,20144,61,98,99,97
554377,20142,61,98,99,97
555255,20149,61,98,99,97
556090,20138,61,98,99,97
556966,20133,61,98,99,97
557930,20133,61,98,99,97
558913,20129,61,98,99,97
559927,20124,61,98,99,97
560984,20126,61,98,99,97
562015,20120,61,98,99,97
563050,20115,61,98,99,97
564065,20114,61,98,99,97
565053,20107,61,98,99,97
566024,20099,61,98,99,97
566948,20105,61,98,99,97
567890,20100,61,98,99,97
568855,20096,61,98,99,97
569810,20092,61,98,99,97
570808,20086,61,98,99,97
571782,20085,61,98,99,97
572764,20086,61,98,99,97
573747,20082,61,98,99,97
574657,20082,61,98,99,97
575547,20085,61,98,99,97
576383,20076,61,98,99,97
577216,20074,61,98,99,97
578013,20082,61,98,99,97
578798,20078,61,98,99,97
579638,20067,61,98,99,97
580491,20074,61,98,99,97
581332,20068,61,98,99,97
582168,20060,61,98,99,97
583035,20063,61,98,99,97
583961,20056,61,98,99,97
584860,20053,61,98,99,97
585722,20053,61,98,99,97
586471,20054,61,98,99,97
586880,20046,61,98,99,97
586685,20059,61,98,99,97
585674,20057,61,98,99,97
583770,20047,61,98,99,97
580799,20054,61,98,99,97
577010,20053,61,98,99,97
573033,20048,61,98,99,97
569376,20053,61,98,99,97
566239,20048,61,98,99,97
563622,20048,61,98,99,97
561562,20045,61,98,99,97
560064,20031,61,98,99,97
559001,20027,61,98,99,97
558388,20028,61,98,99,97
558131,20019,61,98,99,97
558115,20012,61,98,99,97
558234,20012,61,98,99,97
558447,20003,61,98,99,97
558710,20001,61,98,99,97
558916,20002,61,98,99,97
559183,19999,61,98,99,97
559421,20001,61,98,99,97
559630,19994,61,98,99,97
559899,19992,61,98,99,97
560224,19989,61,98,99,97
560657,19985,61,98,99,97
561251,19977,61,98,99,97
562032,19980,61,98,99,97
563044,19975,61,98,99,97
564234,19974,61,98,99,97
565531,19972,61,98,99,99
566800,19962,61,98,99,99
568013,19956,61,98,99,99
569126,19959,61,98,99,99
570046,19955,61,98,99,99
570826,19944,61,98,99,99
571499,19940,61,98,99,99
572074,19930,61,98,99,99
572613,19921,61,98,99,99
573192,19921,61,98,99,99
573752,19915,61,98,99,99
574349,19909,61,98,99,99
574988,19912,61,98,99,99
575569,19901,61,98,99,99
576195,19897,61,98,99,99
576840,19902,61,98,99,99
577492,19899,61,98,99,99
578177,19897,61,98,99,99
578900,19898,61,98,99,99
579661,19893,61,98,99,99
580461,19890,61,98,99,99
581321,19898,61,98,99,99
582256,19890,61,98,99,99
583193,19894,61,98,99,99
584185,19894,61,98,99,99
585207,19887,61,98,99,99
586185,19883,61,98,99,99
587192,19885,61,98,99,99
588192,19881,61,98,99,99
589131,19868,61,98,99,99
590049,19882,61,98,99,99
590923,19874,61,98,99,99
591764,19868,61,98,99,99
592541,19875,61,98,99,99
593263,19865,61,98,99,99
593965,19856,61,98,99,99
594623,19866,61,98,99,99
595254,19852,61,98,99,99
595831,19837,61,98,99,99
596418,19841,61,98,99,99
596968,19835,61,98,99,99
597514,19829,61,98,99,99
598109,19831,61,98,99,99
598686,19831,61,98,99,99
599220,19819,61,98,99,99
599797,19821,61,98,99,99
600410,19815,61,98,99,99
600978,19816,61,98,99,99
601594,19819,61,98,99,99
602215,19814,61,98,99,99
602906,19808,61,98,99,99
603581,19811,61,98,99,99
604302,19808,61,98,99,99
605076,19809,61,98,99,99
605800,19805,61,98,99,99
606581,19794,61,98,99,99
