ir,pr,spo2,rrInterval
689207,60,99,98
689297,60,99,98
689431,60,99,98
689650,60,99,98
689770,60,99,98
689910,60,99,98
690102,60,99,98
690217,60,99,98
690388,60,99,98
690584,60,99,98
690680,60,99,98
690885,60,99,98
691081,60,99,98
691213,60,99,98
691447,60,99,98
691573,60,99,98
691689,60,99,98
691811,60,99,98
691731,60,99,98
691487,60,99,98
691066,60,99,98
690331,60,99,98
689346,60,99,98
688216,60,99,98
687019,60,99,98
685968,60,99,98
685113,60,99,98
684457,60,99,98
684097,60,99,98
683901,60,99,98
683894,60,99,98
684088,60,99,98
684228,60,99,98
684460,60,99,98
684713,60,99,98
684811,60,99,98
684889,60,99,98
684889,60,99,98
684832,60,99,98
684689,60,99,98
684594,60,99,98
684474,60,99,98
684412,60,99,98
684458,60,99,98
684474,60,99,98
684565,60,99,98
684682,60,99,98
684716,60,99,98
684705,60,99,98
684688,60,99,98
684587,60,99,98
684477,60,99,98
684349,60,99,98
684208,60,99,98
684110,60,99,98
684029,60,99,98
684013,60,99,98
683996,60,99,98
684042,60,99,98
684089,60,99,98
684156,60,99,98
684271,60,99,98
684359,60,99,98
684486,60,99,98
684590,60,99,98
684700,60,99,98
684851,60,99,98
684970,60,99,98
685114,60,99,98
685261,60,99,98
685345,60,99,98
685496,60,99,98
685632,60,99,98
685739,60,99,98
685876,60,99,98
685955,60,99,98
686082,60,99,98
686176,60,99,98
686273,60,99,98
686375,60,99,98
686466,60,99,98
686543,60,99,98
686606,60,99,98
686733,60,99,98
686820,60,99,98
686930,60,99,98
687064,60,99,98
687184,60,99,98
687299,60,99,98
687460,60,99,98
687552,60,99,98
687615,60,99,98
687759,60,99,98
687928,60,99,98
688006,60,99,98
688118,60,99,98
688307,60,99,98
688454,60,99,98
688577,60,99,98
688719,60,99,98
688893,60,99,98
689022,60,99,98
689199,60,99,98
689331,60,99,98
689465,60,99,98
689620,60,99,98
689787,60,99,98
689948,60,99,98
690097,60,99,98
690319,60,99,98
690457,60,99,98
690631,60,99,98
690844,60,99,98
690997,60,99,98
691171,60,99,98
691358,60,99,98
691495,60,99,98
691505,60,99,98
691330,60,99,98
690999,60,99,98
690363,60,99,98
689413,60,99,98
688266,60,99,98
687084,60,99,98
686002,60,99,98
685075,60,99,98
684380,60,99,98
683942,60,99,98
683709,60,99,98
683720,60,99,98
683854,60,99,98
684034,60,99,98
684285,60,99,98
684492,60,99,98
684584,60,99,98
684639,60,99,98
684606,60,99,98
684510,60,99,98
684444,60,99,98
684287,60,99,98
684182,60,99,98
684112,60,99,98
684016,60,99,98
684045,60,99,98
684099,60,99,100
684158,60,99,100
684215,60,99,100
684225,60,99,100
684184,60,99,100
684115,60,99,100
684019,60,99,100
683905,60,99,100
683789,60,99,100
683664,60,99,100
683587,60,99,100
683540,60,99,100
683515,60,99,100
683554,60,99,100
683630,60,99,100
683747,60,99,100
683866,60,99,100
684028,60,99,100
684226,60,99,100
684327,60,99,100
684480,60,99,100
684633,60,99,100
684720,60,99,100
684858,60,99,100
685028,60,99,100
685116,60,99,100
685217,60,99,100
685333,60,99,100
685405,60,99,100
685495,60,99,100
685548,60,99,100
685634,60,99,100
685700,60,99,100
685747,60,99,100
685847,60,99,100
685947,60,99,100
686012,60,99,100
686111,60,99,100
686161,60,99,100
686275,60,99,100
686424,60,99,100
686526,60,99,100
686684,60,99,100
686807,60,99,100
686900,60,99,100
687027,60,99,100
687140,60,99,100
687243,60,99,100
687394,60,99,100
687554,60,99,100
687702,60,99,100
687848,60,99,100
688002,60,99,100
688119,60,99,100
688193,60,99,100
688310,60,99,100
688438,60,99,100
688559,60,99,100
688643,60,99,100
688788,60,99,100
688915,60,99,100
689041,60,99,100
689204,60,99,100
689312,60,99,100
689446,60,99,100
689593,60,99,100
689807,60,99,100
689969,60,99,100
690080,60,99,100
690230,60,99,100
690373,60,99,100
690384,60,99,100
690281,60,99,100
690114,60,99,100
689664,60,99,100
688911,60,99,100
687923,60,99,100
686790,60,99,100
685636,60,99,100
684605,60,99,100
683803,60,99,100
683194,60,99,100
682883,60,99,100
682714,60,99,100
682671,60,99,100
682827,60,99,100
683043,60,99,100
683222,60,99,100
683395,60,99,100
683511,60,99,100
683502,60,99,100
683433,60,99,100
683261,60,99,100
683126,60,99,100
682948,60,99,100
682761,60,99,100
682729,60,99,100
682735,60,99,100
682783,60,99,98
682861,60,99,98
682941,60,99,98
683006,60,99,98
682998,60,99,98
682917,60,99,98
682859,60,99,98
682781,60,99,98
682578,60,99,98
682443,60,99,98
682382,60,99,98
682317,60,99,98
682277,60,99,98
682303,60,99,98
682342,60,99,98
682397,60,99,98
682489,60,99,98
682551,60,99,98
682684,60,99,98
682797,60,99,98
682883,60,99,98
683015,60,99,98
683134,60,99,98
683248,60,99,98
683339,60,99,98
683441,60,99,98
683579,60,99,98
683673,60,99,98
683784,60,99,98
683932,60,99,98
684062,60,99,98
684184,60,99,98
684219,60,99,98
684341,60,99,98
684435,60,99,98
684491,60,99,98
684585,60,99,98
684663,60,99,98
684778,60,99,98
684838,60,99,98
684896,60,99,98
685015,60,99,98
685099,60,99,98
685194,60,99,98
685322,60,99,98
685399,60,99,98
685527,60,99,98
685653,60,99,98
685711,60,99,98
685835,60,99,98
685972,60,99,98
686080,60,99,98
686209,60,99,98
686363,60,99,98
686462,60,99,98
686580,60,99,98
686752,60,99,98
686849,60,99,98
686981,60,99,98
687087,60,99,98
687193,60,99,98
687377,60,99,98
687554,60,99,98
687728,60,99,98
687892,60,99,98
688095,60,99,98
688256,60,99,98
688404,60,99,98
688586,60,99,98
688747,60,99,98
688936,60,99,98
689058,60,99,98
689183,60,99,98
689221,60,99,98
689118,60,99,98
688865,60,99,98
688314,60,99,98
687541,60,99,98
686569,60,99,98
685406,60,99,98
684236,60,99,98
683276,60,99,98
682505,60,99,98
681951,60,99,98
681648,60,99,98
681531,60,99,98
681606,60,99,98
681772,60,99,98
681998,60,99,98
682188,60,99,98
682315,60,99,98
682461,60,99,98
682454,60,99,98
682370,60,99,98
682338,60,99,98
682175,60,99,98
682086,60,99,98
682053,60,99,98
